id,date,description,latitude,location,longitude,metadata,name,photos,summary,title
rec_cobdg3tbjt595h6377cg,0740-01-01T05:50:36Z,"Several sets of Irish annals, those of Ulster, Tigernach,
Clonmacnoise, and the Four Masters, have entries to the
effect that ""ships with their crews were seen in the air"". [15]",53.7052," Teltown in County Meath, and Clonmacnoise in County Offaly EU, Ireland",-6.7842,{},"Air ship of
Clonmacnoise",,,
rec_cobdg3tbjt595h6377d0,0218-01-01T05:50:36Z,"During the build-up to the Second Punic War, Livy
recorded prodigies in the winter sky, including navium
speciem de caelo adfulsisse (""phantom ships had been
seen gleaming in the sky""). [10][11]",41.8967," Rome, Italia EU, Roman Republic",12.4822,{},"Ships in the
sky",,,
rec_cobdg3tbjt595h6377dg,0196-01-01T05:50:36Z,"Historian Cassius Dio described a ""fine rain resembling
silver [that] descended from a clear sky upon the Forum of
Augustus."" He wrote that he was able to plate some of his
bronze coins, but four days later, the silvery coating was
gone. [11]",41.8967," Rome, Italia EU, Roman Empire",12.4822,{},"Angel hair",,,
rec_cokjlu2o50dbfnaci6r0,1969-06-20T05:00:00Z,"
Apollo 11 was the first mission to land and walk on the Moon.
The three astronauts on Apollo 11 were Neil Armstrong, Edwin ""Buzz"" Aldrin, and Michael Collins.
Apollo 11 launched on July 16, 1969 and the lunar landing occurred on July 20, 1969.
Armstrong and Aldrin spent a total of 2 hours and 32 minutes on the surface of the Moon. 
The entire mission, from launch to splashdown, lasted 8 days, 3 hours, 18 minutes, and 35 seconds. The astronauts traveled a total of 953,054 miles. 
Armstrong's famous first words upon stepping onto the lunar surface were ""That's one small step for [a] man, one giant leap for mankind."" 
So in summary, the Apollo 11 mission, which successfully landed the first humans on the Moon, occurred in July 1969, with the lunar landing taking place on July 20, 1969.",,"Moon",,{},"Apollo 11",,,
rec_cokjohn758af7femso8g,1971-03-09T06:00:00Z,,,,,{},"Apollo 14",,,
rec_com4tkrj94t17efdaqc0,2023-05-01T00:00:00Z,"On May 1, 2023, a family in Las Vegas reported a highly unusual incident involving the crash of what they believed to be a UFO in their backyard. This event was accompanied by sightings of extraterrestrial beings, which they described in detail during their emergency calls and subsequent interactions with the police.

Details of the Incident


Late in the evening on April 30, leading into the early hours of May 1, the family experienced something extraordinary. They reported seeing a bright object falling from the sky, accompanied by a significant impact that they felt physically. The family, including a man, his father, and his brother, were in their backyard at the time, working on a truck when this incident occurred.

Testimonies and Descriptions of the Beings


The primary witness, during a 911 call, described the beings as very large, estimating their height to be between eight to ten feet. He emphasized repeatedly that these beings were ""not human."" The beings were described as having big, shiny eyes and a non-human appearance, which left the witnesses terrified. This description was consistent across various accounts provided by the family.

Police and Investigative Response


The Las Vegas Metropolitan Police responded to the scene and conducted an investigation. Officers on site and their bodycam footage captured part of the event, although some details were obscured due to privacy concerns. The police were initially skeptical but decided to investigate further after multiple reports aligned with the family's account. Despite the investigation, the exact nature of what crashed and the beings observed remains unclear, with official sources suggesting various possibilities, including rare atmospheric phenomena.

Public and Media Reaction


The incident attracted significant media attention, with various news outlets and social media platforms featuring the story. The family's testimony was supported by other independent reports of a bright streak across the sky that night, adding credibility to their claims. However, there was also skepticism, particularly regarding a video that surfaced later, which was suspected to be manipulated due to inconsistencies in the recording date and the actual event.

Conclusion


The Las Vegas UFO and alien sighting remains a topic of intrigue and speculation. The combination of physical evidence, multiple witness testimonies, and the intense reaction from both the public and authorities highlights the continuing fascination with and fear of the unknown, particularly regarding extraterrestrial life and unidentified flying objects.

This incident involves two stories that have been brought together as one — the observation of a bright streak of light in the skies over Las Vegas, Nevada and a 911 call that was placed shortly after to report something unusual in a family's backyard.

On April 30, 2023 around 11:50 PM, a police officer's body camera video recorded something streaking low across the sky. Several people across eastern California, Nevada, Arizona, and Utah reported seeing the flash, according to the American Meteor Society. Reports of the object by Las Vegas residents describe the phenomenon.

""It looked like a giant shooting star, but was extremely close to earth.""
""First red then green then glowing white; bright like an explosion.""
""Light Blue, Light Green""
""Green, Light Green""
""Green, Light Green, Orange, Yellow, Light Yellow; it has a sparkling trail that lasted a few seconds at most""
""Fizzling or crackling""
At 12:25 AM, a call is received by a 911 dispatcher from an individual in the Northwest Valley of Las Vegas, Nevada. According to the caller, an object has landed in their backyard and there are multiple creatures nearby, standing 8-10 feet tall. A nearby Ring doorbell camera appears to have caught the moment that the object impacted. It has since been determined that the original Ring doorbell video was filmed several weeks earlier when a fireball shot across the Las Vegas sky.

Caller: ""There's like an 8-foot person beside it and another one is inside us and it has big eyes and it's looking at us — and it's still there,"" the caller told a dispatcher.

Dispatcher: ""OK, where is this on your property?""

Caller: ""In my backyard. I swear to God this is not a joke, this is actually — we're terrified.""

Dispatcher: ""So, there's two people, there's two subjects in your backyard?""

Caller: ""Correct and they're very large. They're like 8 foot, 9 feet, 10 foot. They look like aliens to us. Big eyes. They have big eyes. Like, I can't explain it, and big mouth. They're shiny eyes and they're human. They're 100% not human.""

Dispatcher:""OK.?""

The Las Vegas Metro police dispatcher call log for the incident.
The Las Vegas Metro police dispatcher call log for the incident.
At 1:04 AM, officer's body camera captures the meeting with the family that placed the 911 call.

Officer: ""What did you see?""

Witness: ""It was like a, it was like a big creature.""

Officer: ""A big creature?""

Witness: ""Yea, more than 10 feet tall.""

Officer: ""I'm not going to BS, you guys. One of my partners said they saw something fall out of the sky, too. So that's why I'm kind of curious.""

Witness: ""I don't believe in it but what I saw right now, I do believe in it.""

Officer: ""You guys seem, like, legit scared so I don't blame you.""

Officer: ""Hey, if those 9-foot beings come back, don't call us, alright. Deal with it yourself,"" the officer joked as they were leaving.

Bodycam footage of the alleged UFO landing site. It has since been determined that this pattern exists on earlier Google Earth images.
Bodycam footage of the alleged UFO landing site. It has since been determined that this pattern exists on earlier Google Earth images.
The incident was witnessed by at least three people in the family. These witnesses also reported hearing footsteps on the roof and recalled that the creatures were communicating, or appeared to be whispering to one another. One of the witnesses reported being ""frozen"" by the creature and was unable to move. He was close enough to see and hear one of the creatures breathing. The spot where the object landed was ""obscured and blurry, as if by unknown form of camouflage"", according to local news reports.

It was reported in the days following the event that government vehicles were spotted driving near the subject property. At least one retired Las Vegas Metro police officer has acknowledged staking out the house in the days following the event.

This incident was first reported by 8 News NOW Las Vegas on June 7, 2023.

Remaining Questions
Why did it take so long for the public to hear about the event (over a month)?
What landed in their backyard?
Was this an extraterrestrial encounter?
What's clear is that something was witnessed flying overhead by the residents of Las Vegas, Nevada that evening. Is that connected to the witness incident called into 911?",36.29026,"Las Vegas, Nevada",-115.278038,{},"Vegas Ufo Crash & Alien Sighting",,,
rec_cor7qfsqc39mil7t3ra0,2024-04-10T00:00:00Z,"Aweather-mapping system has captured a large wave anomaly between Antarctica and southern Africa for the second time in a month, sparking online speculation from internet sleuths.

A wave anomaly in the same area was first captured by Ventusky, a meteorological app run by the Czech company InMeteo, on April 10.

At the time, internet sleuths speculated that the unusual sea activity could have various explanations, including the involvement of aliens.

However, Ventusky's spokesperson David Prantl told Newsweek that the mysterious blob was due to a ""model error.""

Ventusky uses real-time data collated from sources including the National Oceanic and Atmospheric Administration.

Another large wave anomaly appeared on the map from 8 am ET on April 25 and reached over 80 feet at its highest point. Over the next 24 hours, the shape appeared to spread and diffuse as it moved north.

Sign up for Newsletter
NEWSLETTER
The Bulletin
Your Morning Starts Here
Begin your day with a curated outlook of top news around the world and why it matters.
Enter your email address
 

I want to receive special offers and promotions from Newsweek
By clicking on SIGN ME UP, you agree to Newsweek's Terms of Use & Privacy Policy.
You may unsubscribe at any time.
Ventusky map showing wave anomaly
A large wave anomaly was spotted between Antarctica and southern Africa for the second time in a month, sparking online speculation. VENTUSKY
The latest wave anomaly appeared to have a crescent-like shape, compared with the one spotted earlier this month which had a solid, round shape.


Exclusively Available to Subscribers
Try it now for $1
Ventusky spokesperson David Prantl told Newsweek in an emailed statement that the second anomaly was due to ""the same problem as before.""

READ MORE Antarctica

Ole Miss Students Sing 'Star-Spangled Banner' at Pro-Palestinian Protest
The company said a second model shows that ""there is no anomaly and everything is fine in this area.""

Prantl said that the error came from Germany's National Meteorological Service, which provides them with data, and that the problem was being addressed.

Newsweek reached out to the German agency via email for further information.

Despite Ventusky's explanations, the anomaly had already sparked widespread speculation from internet sleuths who did not accept the explanation that it was a simple data error.

In a YouTube video by the account In2ThinAir, the creator said he did not believe it could be an error, and speculated: ""This is absolutely some sort of energy pulse, a frequency-type weapon.""


One TikTok video, which was reposted on X, drew attention to the middle point of the crescent, noting that waves were moving in different directions from it.

""Almost like something was dropped or something imploded underneath,"" the TikTok creator said.

An X account shared a video of the anomaly and wrote: ""Antarctica anomaly is back for the third time. It's just a glitch, right?""

Ventusky tried to ward off the conspiracy theorists in a post on X.

""A significant number of people still do not believe that the giant waves off Africa were just an error and prefer UFO theories,"" the company wrote.

""What can we do as a visualization platform? Add more sources!"" the company said.",-54.983918,"Antarctica",13.39618,{},"Mysterious Underwater Anomaly Resurfaces off Antarctica
",,,
rec_cosk9hntn835h2atom20,2021-05-09T00:00:00Z,"The complete unedited videotaping of a press conference which met in Washington, D.C. on Wednesday, May 9, 2001 where over twenty military, intelligence, government, corporate and scientific witnesses discussed the reality of UFOs or extraterrestrial vehicles, extraterrestrial life forms and resulting advanced energy and propulsion technologies. Hosted by Dr. Steven M. Greer, director of the Disclosure Project",38.889805,"Washington, D.C.",-77.009056,{},"The Disclosure Project Witness Panel Press Conference",,,
rec_cp1vddb4f9p514bqa5g0,1976-09-01T00:00:00Z,"On September 18, 1976 in Tehran, Iran, at approximately 10:30 PM, Hossein Pirouzi, an experienced air traffic controller manning an Imperial Iranian Air Force (IIAF) command post at Mehrabad International Airport, was leading a training for a group of air controllers. Pirouzi received the first of four sightings reports: a call from a woman northeast of the airport who saw a luminous object glowing red, yellow, and orange. It was shaped like a four-blade fan, and seemed to split in two. A few minutes later, another caller reported a similar object in the same area of the sky, one which also split in two and then rejoined as one.
The tower radar was under repair, so Pirouzi could not confirm the UFO, but after receiving two more calls in the next half hour, he stepped outside to look through his binoculars: in the direction of the callers' sightings, he saw a luminous cylindrical object sitting horizontally in the sky about 1.8 kilometers, or 6000 feet, off the ground. He guessed that it was 8 meters wide, or just over 26 feet. Each end was glowing blue, and a red light was making an orbit around the center every second or two, and pausing every 90 degrees. The entire cylinder was rocking back and forth like a seesaw.
As it got closer, Pirouzi saw it slowly change into a drooping star-shape with a green body and a red glowing core. The arms of the star were dark orange, fading to yellow at the tips. It seemed to have four arms, though Pirouzi believed that there was actually only one arm, switching positions. When Pirouzi's trainees looked through the binoculars shortly after, they saw a semi-circle. The object seemed to be constantly changing shape.
Two F-4 Iranian Airforce jets were scrambled to investigate the UAP, lost instrumentation and communications as they approached it, and suffered temporary weapons systems failure while preparing to open fire. The UAP was seen both visually by the pilots and on radar.
The incident is recorded in a four page U.S. Defense Intelligence Agency (DIA) paper which was distributed to the White House, Secretary of State, Joint Chiefs of Staff, NSA and CIA. It is one of the most well-documented military encounters with anomalous phenomena. The case is also exemplary for its mix of radar data, physical effects on military craft (such as the loss of weapons control), and multiple independent witnesses from different geographical locations and physical viewpoints (both airborne and from the ground). The case is also notable for the international collaboration of the investigations; U.S. intelligence agencies took over official documentation of the incident.",,"Tehran, Iran",,{},"Tehran, Iran, September, 1976",,,
rec_cp1vddb4f9p514bqa5gg,2010-01-01T00:00:00Z,"In 2010, Xiaoshan Airport in Hangzhou – a large international airport serving a major city – was shut down for an hour after a UAP was detected by a flight crew descending into the airport. On July 7, 2020, a flight crew was preparing for descent into Xiaoshan Airport at around 8.30pm when one of its members noticed a “twinkling”¹ unidentified object in the sky. The UAP did not show up on radars, but the crew alerted the air traffic control department authorities regardless. Interests were further heightened after a number of Hangzhou residents published images taken shortly before the sighting, of a strange object with a comet-like tail. To this day, there is no official confirmation on the identity of the UAP.",,"Unknown",,{},"Xiaoshan Airport, Hangzhou, China, July 7, 2010",,,
rec_cp1vddb4f9p514bqa5h0,2006-11-01T00:00:00Z,"On November 7, 2006, at least 12 United Airlines personnel and potentially hundreds of other witnesses noticed a dark gray metallic disk hovering above United Airlines Gate C17 at Chicago O’Hare airport. The object was estimated to be about 22 feet in diameter, and hovered approximately 1500 feet off the ground below a heavy cloud cover for at least 20 minutes before propelling upwards, punching a hole through the cloud. Some witnesses also said the object was spinning. Among the witnesses were managers, runway crew, and airline pilots. The Federal Aviation Administration (FAA) reported that no air traffic controllers saw the object and that it never showed up on radar, though subsequent FOIA requests revealed this may not have been true.
The significance of the case lies principally in its aftermath: media coverage of the event exploded across local, national, and international news, and the FAA came under scrutiny for initially denying the existence of any witness reports from airline personnel. When they were later forced to admit that reports did exist, they still refused to investigate them. The FAA’s response to the event is reflective of a forty-year legacy of U.S. government agencies shielding UFO activity and investigations from the public domain, and the stigma that witnesses may face when coming forward with testimony.
 NARCAP, an independent UFO investigation group, also conducted their own research into the O’Hare incident. A team of NASA scientists, pilots, meteorologists, and aerospace engineers spent 5 months preparing a 154 page report confirming the presence of a physical object over O’Hare. The report, co-authored by NARCAP’s founder Dr. Richard Haines, concluded that the object’s maneuvers could not be explained by conventional means, and advised the FAA to launch their own investigation.",,"Chicago O’Hare International Airport, Illinois",,{},"Chicago O’Hare International Airport, Illinois, November, 2006",,,
rec_cp1vddb4f9p514bqa5i0,1978-01-01T00:00:00Z,"On December 21, 1978, at about 11:30 pm, Ian Uffindall, an officer in the Royal New Zealand Air Force, was patrolling an RNZAF base outside the town of Blenheim on the east coast of New Zealand’s southern island when he spotted from the tarmac a light in the sky that he initially took as an aircraft approaching to land. The apparent plane, however, never landed, and so Uffindall went to the base’s control tower and observed the light through binoculars. The light reversed direction and became three lights, which then executed geometric maneuvers while shining beams of light on the ground, Uffindall later recalled to documentarian Paul Davidson in the film The Kaikoura UFO’s.
The Blenheim base contacted air traffic control in Wellington, which is across the Cook Strait on the southern tip of New Zealand’s northern island.
Wellington air traffic controller John Cordry confirmed that the lights witnessed by Uffindall appeared as objects on Wellington radar and that the radar station had received multiple calls that night about the lights. Cordry contacted two Safe Air cargo planes that were airborne nearby and asked them to check out the area of the reported lights. (Safe Air, now called Airbus New Zealand LTD, is a freight airplane manufacturer and airline based in Blenheim that has long operated in close cooperation with the RNZAF.)
One of the planes, an Argosy ZK-SAE called Merchant Enterprise, headed towards the given coordinates where its captain and pilot, Vern Powell, and its first officer and co-pilot, Ian Pirie, soon observed a bright object emerge from the clouds on the Argosy’s port side.
Pirie later told Davidson the object was “so close it was almost frightening.” “It was the size of a house, burning in the sky,” Pirie said. “It was that sort of color and intensity … That’s what it looked like.” Powell and Pirie observed the light for several minutes, during which time the “target” remained on both Wellington radar and the Argosy’s radar.
The crew of the second Safe Air plane also observed strange lights just before 2am.
These airborne sightings, which occurred over the Kaikoura Mountains running along the northeastern coast of New Zealand’s southern island, matched numerous sightings from the ground. Several news stories on the sightings ran the following day on television, newspaper and radio. Channel 0 reporter Quentin Fogarty decided to retrace the flight path of the Merchant Enterprise. On December 30, 1978, at 11:46 pm, he took off from Wellington with freelance camera operator David Crockett, and David’s then-wife sound recordist Ngiare Crockett on board.
A few minutes into the flight, just as Fogarty had just finished delivering an opening for the news story to camera, Startup allegedly called the Channel O crew to the cockpit. All onboard witnessed several lights that first appeared as “pulsating … pinpricks of light that would grow into great globes of light,” according to Fogarty. Reportedly, one light was stronger and apparently larger than the others. The smaller lights seemed to “dip away,” according to Ngaire, and then reappear closer to the larger light.
Dr. Bruce Maccabee, a Mutual UFO Network contributor and physicist specializing in optics at the U.S. Naval Surface Weapons Center, traveled to Australia and New Zealand to investigate the sighting and footage. Maccabbee concluded that the appearance of Venus and Jupiter neither matched the sequence of events, explained the shape of the lights throughout the footage captured by Crockett, were consistent with the way light “scatters” on film, nor explained the radar readings of objects tailing the Argosy at high speeds.
As for the size of the UAP captured on film, Maccabee analyzed frames depicting a “bell shaped” UAP at an estimated distance of 10 nautical miles. Accounting for the overexposure on the film, the effect of the camera’s 240 millimeter lens and the UAP’s brightness, which Maccabee estimated to be roughly equivalent to a 350,000 watt incandescent bulb, he estimated the size of the UAP to be about 100 feet wide.",,"Unknown",,{},"Kaikoura Mountains, New Zealand, December 21, 1978",,,
rec_cp1vddb4f9p514bqa5ig,1955-01-01T00:00:00Z,"On the night of August 21, 1955, Billy Ray Taylor, while visiting his friends, the Suttons, was convinced he had seen a flying saucer land in a ravine behind the rural Kentucky home. At first the family laughed him off. But soon after, the 11 witnesses present that night claim they saw otherworldly creatures, with undersized bodies and oversized heads. Taylor and Elmer “Lucky” Sutton, grabbed their .22 caliber pistols and went through four boxes of ammunition firing at the interlopers. Then they went to the police.
“More than a dozen state, county, and city officers from Christian and Hopkins counties went to the scene between 11 p.m. and midnight and remained until after 2 a.m. without seeing anything either to prove or disprove the story about the ship and its occupants,” reported a local newspaper. They were joined by military police from nearby Fort Campbell and a photographer from the Kentucky New Era newspaper. They found no evidence of heavy drinking. According to Glennie Lankford, the matriarch of the Sutton clan, “liquor was not allowed in the farmhouse.”
The next day local radio personality and professional sketch artist Andrew ""Bud"" Ledwith interviewed Taylor, Lankford and other adult witnesses and separately asked them to provide descriptions of what they'd seen. The sketch drawings were consistent: the gremlin-like creature was about three feet tall with pointed ears, large claw-like talons, long limbs and legs apparently atrophied as it hovered ghost-like while ""swimming"" through the air.⁵ Reports of the incident attracted the attention of the Air Force UAP investigation program Project Blue Book. The investigators checked with their counterparts at Fort Campbell who had visited the scene but did not pursue the incident further. “Lacking factual, confirming data,” stated one Air Force document declassified 20 years later, “no credence can be given this almost fantastic report.” According to another Blue Book document, “no official investigation was ever made.”
Isabel Davis, a researcher who wrote up her findings for the Center for UFO Studies in 1955, visited Kelly and was struck by the limited but revealing testimony of Glennie Lankford who said she saw one of the creatures just a few feet away through a screened window. “She was the most impressive witness,” said Russell Greenwell, the police chief of nearby Hopkinsville. “She's the type of person who wouldn't tell a lie if her life depended on it.”
While the Project Blue Book investigators did not find the case credible, their scientific consultant Dr. J. Allen Hynek did, claiming his own investigation yielded no evidence of a hoax. Although the creatures were not reported to be green, this case is often credited as the beginning of the term “little green men” being associated with UAP reports.",,"Unknown",,{},"Kelly, Kentucky, August 21, 1955",,,
rec_cp1vddb4f9p514bqa5j0,1908-06-01T00:00:00Z,"The Tunguska incident was a 12-megaton explosion that occurred near the Podkamennaya Tunguska River in Yeniseysk Governorate Russia on the morning of June 30, 1908, and was attributed to a meteor airburst.

The explosion flattened an estimated 80 million trees over an area of 2,150 km2 (830 sq mi) of forest, and eyewitness reports suggest that at least three people may have died in the incident, which has been classified as an impact event, despite no crater being found. Witnesses reported seeing a fireball or a bluish light as bright as the sun in the sky, followed by a flash and a sound similar to artillery fire.",,"Tunguska, Russia",,{},"Tunguska, Russia, June, 1908",,,
rec_cp1vddb4f9p514bqa5k0,1983-01-01T00:00:00Z,"UAP sightings were reported by hundreds of people in upstate New York and Connecticut between 1983 and 1986. Nicknamed the ""Westchester Boomerang,” the UAP was described by most witnesses as a huge, hovering V-shaped series of flashing lights connected by a dark craft.
On March 24, 1983, a retired police officer observed a group of strange red, green, and white lights forming a V-shape off to the south, which at first he thought was an aircraft in trouble. The UAP moved slowly and a humming sound could be heard in the distance.
Ed Burns, a computer engineer at IBM, was driving home on the Taconic Parkway and had a similar sighting. “I’m not into astronomy… but what I had witnessed that night was not from this planet,” Burns said.
Dennis Sant, a former local government employee, had his sighting in Brewster, New York on March 17, 1983. “It was a very large object. The structure of it was very dark gray, metallic, almost girder-type looking… The object seemed to be very silent. The lights were iridescent, bright, they stood out in the sky and three-dimension. It looked like a city of lights. It just hung in the sky, all brilliant colors… We followed the object around to the backyard. And at that point, a feeling of fright came upon me. Thoughts started to flood my mind, thoughts of the craft touching ground, thoughts of an encounter with an alien being. Thoughts of being abducted. All types of fearful thoughts started to enter into my mind.”
These eyewitness testimonials were part of a group of sightings which allegedly continued in the Hudson Valley area for years after. On March 26, 1983, a front-page story in the Westchester-Rockland Daily Item ran the headline: HUNDREDS CLAIM TO HAVE SEEN UFO. The article got the attention of a group of UAP researchers in the area associated with Dr. J. Allen Hynek, a scientific consultant on UAP for the U.S. Air Force. The group started a hotline and received over 300 calls from people that had seen the UAP on the night of March 24. One witness cited in the book “Night Siege,” co-authored by Hynek, said “If there is such a thing as a flying city, this was a flying city."" The object was seen in nearby Yorktown that evening where the police switchboard became jammed with reports all night long.
Another report Hynek’s group received was of a UAP the size of multiple football fields hovering over Indian Point Nuclear Plant. A guard at the power plant described it as being the length of three football fields. Another sighting took place at the Croton Falls Reservoir where allegedly the UAP used a red beam to scan the surface. The research group estimated that over 5,000 people had seen the object from 1982 through 1986 from the Hudson Valley and as far north as Brookfield, Connecticut. Some accounts noted the UAP moving at fast speeds and being able to disappear, and others speculated there could have been multiple crafts.
The mystery of the Hudson Valley remains unsolved.",,"Unknown",,{},"Hudson Valley, New York, 1983-1986",,,
rec_cp1vddb4f9p514bqa5kg,1952-07-01T00:00:00Z,"At 11:40 p.m. on Saturday, July 19, 1952, an air traffic controller at Washington National Airport spotted seven objects on his radar. The objects were located 15 miles (24 km) south-southwest of the city. No known aircraft were in the area, and the objects were not following any established flight paths. One of the senior traffic controllers later reported, ""we knew immediately that a very strange situation existed."" Other controllers claimed they saw a hovering ""bright light"" in the sky, which departed with incredible speed. Washington National Controllers called nearby Andrews Air Force base to find out if they saw the same thing. Although Andrews reported they had no unusual objects on radar, Airman William Brady, who was in the tower, reported seeing an ""object which appeared to be like an orange ball of fire, trailing a tail . . . [it was] unlike anything I had ever seen before."" Soon after, the pilot of a Capital Airlines passenger flight that had just departed Washington National was warned the tower detected several unknown objects were closing on his plane. The pilot claims he then observed six objects–which he described as ""white, tailless, fast-moving lights"" — over 14 minutes. ""Each sighting coincided with a [radar] pip we could see near his plane,"" a controller said later. ""When he reported that the light streaked off at a high speed, it disappeared from our scope."" ⁶
At 3 a.m., shortly before two United States Air Force F-94 Starfire jet fighters from New Castle Air Force Base in Delaware arrived over Washington, all of the objects vanished from the radar at National Airport. However, when the jets ran low on fuel and left, the objects returned, convincing the senior air-traffic controller that ""the UFOs were monitoring radio traffic and behaving accordingly."" The objects were last detected by radar at 5:30 a.m.
The New York Times reported ""Flying Objects Near Washington Spotted by Both Pilots and Radar "" three days later. ""The article cited an unnamed Air Force source who ""received reports of an eerie visitation by unidentified aerial objects–perhaps a new type of ""flying saucer""–over the vicinity of the nation's capital…"".
On July 26, a second sighting occurred over Washington, and the Air Force scrambled F-94 intercept jets to give chase, but the objects vanished. Two days later, the Washington Post ran a front-page article titled, ""'Saucer' Outran Jet, Pilot Reveals.""
At a crowded Pentagon press conference on July 29, prompted by the intense public interest in the sightings due to the newspaper reports, Air Force Chief of Intelligence Major General John Samford said the ""radar blips"" might be due to an atmospheric condition known as ""inversion."" An inversion is a layer of cool air between layers of warm air, which can, under certain circumstances, reflect radar rays.""
When the chief of the U.S. Air Force's Project Blue UAP investigation, Capt. Edward J. Ruppelt, checked the data of the Air Defense Command Weather Forecast Center, he ruled out inversion as an explanation. ""On each night that there was a sighting there was a temperature inversion,"" he later wrote. ""but it was never strong enough to affect the radar the way inversions normally do."" In addition, the second sighting was confirmed by some of his closest associates in the Project Blue Book, including a Navy electronics specialist assigned to the Air Force Directorate of Intelligence, who were in the airport control center. They ""all saw the radar targets and heard the radio conversations as jets tried to intercept the UFO's,"" he said.",,"Washington, D.C.",,{},"Washington, D.C., July, 1952",,,
rec_cp1vddb4f9p514bqa5l0,1954-01-01T00:00:00Z,"One of the biggest UAP sightings in Italian history took place during a soccer match in Tuscany in front of 10,000 people at Stadio Artemio Franchi in 1954. As soccer club Fiorentina played its rivals, a disturbance in the sky halted the game. A large, oblong-shaped object hovered over the stadium and stopped in the sky above the playing surface of the stadium. Silvery filaments allegedly descended from the UAP, and the sky lit up with mysterious glowing and random flashes. This took place for an hour and a half.
""I remember everything from A to Z,” Italian soccer player Ardico Magnini told BBC. ""It was something that looked like an egg that was moving slowly, slowly, slowly. Everyone was looking up and also there was some glitter coming down from the sky, silver glitter. We were astonished we had never seen anything like it before. We were absolutely shocked.""
Italy’s leading skeptic organization CICAP’s investigation found that the Italian air force was carrying out exercises on that day. They were using chaff, which is a radar countermeasure that involves dropping flares from aircraft. Others suggested the web-like material was from migrating spiders that traveled by wind. The president of Italy's National UFO Centre Roberto Pinotti claims this hypothesis is “pure nonsense.”",,"Unknown",,{},"Stadio Artemio Franchi Stadium, Tuscany, Italy, October 27, 1954",,,
rec_cp1vddb4f9p514bqa5lg,1967-03-01T00:00:00Z,"On the morning March 16, 1967, a security guard at a U.S. nuclear missile installation in central Montana reported seeing unidentified flying objects, one of which passed over the launch facilities, or silos, on Malmstrom Air Force Base. A short time later, the deputy commander of the Missile Combat Crew was briefing his superior officer when the alarm horn sounded. Over the next half-minute, all ten of their missiles reported a “No-Go” condition. One by one across the board, each missile had become inoperable.
Lt. Robert Salas, a member of the missile crews, said that the security guard first reported seeing “strange lights in the sky.” Ten minutes later Salas received another call. “This time he was clearly frightened, extremely frightened,” Salas later recalled to a reporter. “He was looking right at the thing, a glowing red object, oval-shaped and about some forty feet in diameter and it was hovering over the gate.”
A week later, on March 23, the Billings Gazette reported several persons had seen unidentified flying objects over nearby Great Falls and other nearby towns on the night of March 22. “Malmstrom AFB officials said nothing was spotted on base radar and it did not have any planes in the air,” the story concluded.
The report piqued local interest. Three years before, a group of children reported a glowing white egg-shaped flying object landed near Helena, a two hour drive south of Malmstrom. The Air Force concluded that the story was a hoax, while parents of the children insisted they believed it.
In 2001, researcher John Greenewald obtained five quarterly histories of the 341st Strategic Missile Wing, under the Freedom of Information Act. The reports documented the unit’s activities from January 1, 1967 to March 30, 1968, including the response to what was dubbed “the Echo flight incident.”
They revealed that Strategic Air Command headquarters had immediately ordered “a complete engineering analysis of this problem. ”⁵ A technical team determined that loss of strategic alert occurred in an extremely short period of time, “estimated to be between 10 to 40 seconds.”⁶ But the investigators “were unable to determine a logical cause for the incident.”
“Rumors of Unidentified Flying Objects (UFO) around the area of Echo Flight during the time of fault were disproven,” according to the history. The base personnel who were questioned reported that “no unusual activities or sightings were observed.” The 801st Radar Squadron, a",,"Malmstrom Air Force Base, Montana",,{},"Malmstrom Air Force Base, Montana, March, 1967",,,
rec_cp1vddb4f9p514bqa5m0,1980-01-01T00:00:00Z,"On April 11th, 1980, a Peruvian Air Force Pilot named Lieutenant Oscar Santa Maria Huertas intercepted and fired at an uhnknown light-bulb shaped objected bove La Joya Aiir Force Base. The UAP was about three miles in distance from the base and approximately 1800 ft. in altitude. The unknwon objected was described as luminous whilst hovering above, as it reflected the sun. Huertas attempted to fire at the UAP on four separate occasions. Huertas tried multiple attempts to lock in the object, and on one attempt the UAP absored his weapon. Due to a lack of fuel, Huertas glided his Sukhoi-22 back to base, zigzagging as he did so, so that his plane was harder to target. When doing so, Huertas kept his eyes on the rear-view mirrors, hoping the unknown object did not chase him, which it did not. The object remained in the sky two hours after he returned to the base. The incident was reported in a June 3, 1980 document from the U.S. Department of Defense Joint Chiefs of Staff Message Center, released years later by the Defense Intelligence Agency (DIA) under the Freedom of Information Act (FOIA).¹⁴",,"Unknown",,{},"La Joya Air Force Base, Arequipa, Peru, April 11, 1980",,,
