id,city,coordinates,google-maps-location-id,latitude,longitude,name,state
rec_cp1v79r4f9p514bq9ii0,"paton","42.1644444, -94.255",,42.1644444,-94.255,"paton, ia","ia"
rec_cp1v79r4f9p514bq9iig,"disputanta","37.1241667, -77.2261111",,37.1241667,-77.2261111,"disputanta, va","va"
rec_cp1v79r4f9p514bq9ij0,"griffithsville","38.2386111, -81.9894444",,38.2386111,-81.9894444,"griffithsville, wv","wv"
rec_cp1v79r4f9p514bq9ijg,"fernwood","47.1122222, -116.3916667",,47.1122222,-116.3916667,"fernwood, id","id"
rec_cp1v79r4f9p514bq9ik0,"chehalis","46.6622222, -122.9627778",,46.6622222,-122.9627778,"chehalis, wa","wa"
rec_cp1v79r4f9p514bq9ikg,"la puente","34.02, -117.9486111",,34.02,-117.9486111,"la puente, ca","ca"
rec_cp1v79r4f9p514bq9il0,"ramstein (germany)","49.45, 7.533333",,49.45,7.533333,,
rec_cp1v79r4f9p514bq9ilg,"maca&eacute; (brazil)","-22.38367, -41.782746",,-22.38367,-41.782746,,
rec_cp1v79r4f9p514bq9im0,"busan (south korea)","35.179554, 129.075642",,35.179554,129.075642,,
rec_cp1v79r4f9p514bq9img,"parrish","27.5872222, -82.4252778",,27.5872222,-82.4252778,"parrish, fl","fl"
rec_cp1v79r4f9p514bq9in0,"liberty","39.2461111, -94.4188889",,39.2461111,-94.4188889,"liberty, mo","mo"
rec_cp1v79r4f9p514bq9ing,"orcutt","34.8652778, -120.435",,34.8652778,-120.435,"orcutt, ca","ca"
rec_cp1v79v6gfslia6upfv0,"inglewood","33.9616667, -118.3522222",,33.9616667,-118.3522222,"inglewood, ca","ca"
rec_cp1v79v6gfslia6upfvg,"fernandina beach","30.6694444, -81.4627778",,30.6694444,-81.4627778,"fernandina beach, fl","fl"
rec_cp1v79v6gfslia6upg00,"lockport","41.5894444, -88.0577778",,41.5894444,-88.0577778,"lockport, il","il"
rec_cp1v79v6gfslia6upg0g,"truman lake area","37.964253, -91.831833",,37.964253,-91.831833,"truman lake area, mo","mo"
rec_cp1v79v6gfslia6upg10,"candia","43.0777778, -71.2772222",,43.0777778,-71.2772222,"candia, nh","nh"
rec_cp1v79v6gfslia6upg1g,"claremont","34.0966667, -117.7188889",,34.0966667,-117.7188889,"claremont, ca","ca"
rec_cp1v79v6gfslia6upg20,"middletown","41.5622222, -72.6511111",,41.5622222,-72.6511111,"middletown, ct","ct"
rec_cp1v79v6gfslia6upg2g,"roseville","42.4972222, -82.9372222",,42.4972222,-82.9372222,"roseville, mi","mi"
rec_cp1v79v6gfslia6upg30,"superior","39.9527778, -105.1680556",,39.9527778,-105.1680556,"superior, co","co"
rec_cp1v79v6gfslia6upg3g,"pomona/laverne","34.086275, -117.751044",,34.086275,-117.751044,"pomona/laverne, ca","ca"
rec_cp1v79v6gfslia6upg40,"la grange","41.805, -87.8691667",,41.805,-87.8691667,"la grange, il","il"
rec_cp1v79v6gfslia6upg4g,"zlatoust (russia)","55.183333, 59.65",,55.183333,59.65,,
rec_cp1v79v6gfslia6upg50,"lawley","32.8594444, -86.9513889",,32.8594444,-86.9513889,"lawley, al","al"
rec_cp1v79v6gfslia6upg5g,"dividing creek","39.2702778, -75.1013889",,39.2702778,-75.1013889,"dividing creek, nj","nj"
rec_cp1v79v6gfslia6upg60,"jerseyville (north of)","39.12, -90.3283333",,39.12,-90.3283333,"jerseyville (north of), il","il"
rec_cp1v79v6gfslia6upg6g,"florence","32.1533333, -90.1311111",,32.1533333,-90.1311111,"florence, ms","ms"
rec_cp1v79v6gfslia6upg70,"illinois (rural)","40.633125, -89.398528",,40.633125,-89.398528,"illinois (rural), il","il"
rec_cp1v79v6gfslia6upg7g,"chester springs","40.095, -75.6172222",,40.095,-75.6172222,"chester springs, pa","pa"
rec_cp1v79v6gfslia6upg80,"weslaco","26.1591667, -97.9905556",,26.1591667,-97.9905556,"weslaco, tx","tx"
rec_cp1v79v6gfslia6upg8g,"chapmansboro","36.3122222, -87.1413889",,36.3122222,-87.1413889,"chapmansboro, tn","tn"
rec_cp1v79v6gfslia6upg90,"brockport","43.2136111, -77.9394444","eyJpIjoiNDMuMjEzNjExMSwgLTc3LjkzOTQ0NDQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0My4yMTM2MTEsImxuZyI6LTc3LjkzOTQ0NCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",43.2136111,-77.9394444,"brockport, ny","ny"
rec_cp1v79v6gfslia6upg9g,"cumnock (uk/scotland)","55.45, -4.266667",,55.45,-4.266667,,
rec_cp1v79v6gfslia6upga0,"el  zumbador (el cobre) (venezuela)","7.95, -72.75",,7.95,-72.75,,
rec_cp1v79v6gfslia6upgag,"overton","32.2744444, -94.9783333",,32.2744444,-94.9783333,"overton, tx","tx"
rec_cp1v79v6gfslia6upgb0,"dacula","33.9886111, -83.8980556",,33.9886111,-83.8980556,"dacula, ga","ga"
rec_cp1v79v6gfslia6upgbg,"dikaia-evros (greece)","41.704591, 26.296441",,41.704591,26.296441,,
rec_cp1v79v6gfslia6upgc0,"payson","34.2308333, -111.3244444",,34.2308333,-111.3244444,"payson, az","az"
rec_cp1v79v6gfslia6upgcg,"crooked river ranch","44.4247222, -121.2372222",,44.4247222,-121.2372222,"crooked river ranch, or","or"
rec_cp1v79v6gfslia6upgd0,"tuckahoe","40.9502778, -73.8277778",,40.9502778,-73.8277778,"tuckahoe, ny","ny"
rec_cp1v79v6gfslia6upgdg,"menomonee falls","43.1788889, -88.1172222",,43.1788889,-88.1172222,"menomonee falls, wi","wi"
rec_cp1v79v6gfslia6upge0,"paragon","39.395, -86.5625",,39.395,-86.5625,"paragon, in","in"
rec_cp1v79v6gfslia6upgeg,"hillsboro","39.1611111, -89.4936111",,39.1611111,-89.4936111,"hillsboro, il","il"
rec_cp1v79v6gfslia6upgf0,"irmo","34.0858333, -81.1833333",,34.0858333,-81.1833333,"irmo, sc","sc"
rec_cp1v79v6gfslia6upgfg,"oslo (norway)","59.913869, 10.752245",,59.913869,10.752245,,
rec_cp1v79v6gfslia6upgg0,"pittsford","43.7066667, -73.0286111",,43.7066667,-73.0286111,"pittsford, vt","vt"
rec_cp1v79v6gfslia6upggg,"powers","45.69, -87.5258333",,45.69,-87.5258333,"powers, mi","mi"
rec_cp1v79v6gfslia6upgh0,"supply","38.095148, -77.135985",,38.095148,-77.135985,"supply, va","va"
rec_cp1v79v6gfslia6upghg,"windsor","43.4802778, -72.3852778",,43.4802778,-72.3852778,"windsor, vt","vt"
rec_cp1v79v6gfslia6upgi0,"roseau","48.8461111, -95.7625",,48.8461111,-95.7625,"roseau, mn","mn"
rec_cp1v79v6gfslia6upgig,"haywards heath (uk/england)","50.983333, -0.1",,50.983333,-0.1,,
rec_cp1v79v6gfslia6upgj0,"sutton (south worcester co.)","42.15, -71.7633333",,42.15,-71.7633333,"sutton (south worcester co.), ma","ma"
rec_cp1v79v6gfslia6upgjg,"cottonwood","34.7391667, -112.0091667",,34.7391667,-112.0091667,"cottonwood, az","az"
rec_cp1v79v6gfslia6upgk0,"west warwick","41.7, -71.4166667",,41.7,-71.4166667,"west warwick, ri","ri"
rec_cp1v79v6gfslia6upgkg,"lynnfield","42.5388889, -71.0486111",,42.5388889,-71.0486111,"lynnfield, ma","ma"
rec_cp1v79v6gfslia6upgl0,"glasgow","36.9958333, -85.9119444",,36.9958333,-85.9119444,"glasgow, ky","ky"
rec_cp1v79v6gfslia6upglg,"greenville","35.6125, -77.3666667",,35.6125,-77.3666667,"greenville, nc","nc"
rec_cp1v79v6gfslia6upgm0,"karachi ) (alostam) (pakistan)","24.861462, 67.009939",,24.861462,67.009939,,
rec_cp1v79v6gfslia6upgmg,"destin (near)","30.3933333, -86.4958333",,30.3933333,-86.4958333,"destin (near), fl","fl"
rec_cp1v79v6gfslia6upgn0,"heer (belgium)","50.75368, 5.30209",,50.75368,5.30209,,
rec_cp1v79v6gfslia6upgng,"shabaqua (thunder bay)  (canada)","48.583333, -89.9",,48.583333,-89.9,"shabaqua (thunder bay)  (canada), on","on"
rec_cp1v79v6gfslia6upgo0,"shahrekord (iran)","32.325556, 50.864444",,32.325556,50.864444,,
rec_cp1v79v6gfslia6upgog,"truckee (near donner lake)","39.3280556, -120.1822222",,39.3280556,-120.1822222,"truckee (near donner lake), ca","ca"
rec_cp1v79v6gfslia6upgp0,"higginsville","39.0725, -93.7169444",,39.0725,-93.7169444,"higginsville, mo","mo"
rec_cp1v79v6gfslia6upgpg,"new carrollton","38.9697222, -76.8802778",,38.9697222,-76.8802778,"new carrollton, md","md"
rec_cp1v79v6gfslia6upgq0,"jessup","31.607437, -81.885392",,31.607437,-81.885392,"jessup, ga","ga"
rec_cp1v79v6gfslia6upgqg,"trail (canada)","49.1, -117.716667",,49.1,-117.716667,"trail (canada), bc","bc"
rec_cp1v79v6gfslia6upgr0,"stevensville","38.9805556, -76.3147222",,38.9805556,-76.3147222,"stevensville, md","md"
rec_cp1v79v6gfslia6upgrg,"selma","35.5363889, -78.2847222",,35.5363889,-78.2847222,"selma, nc","nc"
rec_cp1v79v6gfslia6upgs0,"consett (durham co.) (uk/england)","54.85, -1.833333",,54.85,-1.833333,,
rec_cp1v79v6gfslia6upgsg,"waterloo (south of)","42.4927778, -92.3427778",,42.4927778,-92.3427778,"waterloo (south of), ia","ia"
rec_cp1v79v6gfslia6upgt0,"kenilworth","40.6763889, -74.2911111",,40.6763889,-74.2911111,"kenilworth, nj","nj"
rec_cp1v79v6gfslia6upgtg,"coventry","41.7, -71.6833333",,41.7,-71.6833333,"coventry, ri","ri"
rec_cp1v79v6gfslia6upgu0,"swansea (uk/wales)","51.633333, -3.966667",,51.633333,-3.966667,,
rec_cp1v79v6gfslia6upgug,"california hot springs","35.8802778, -118.6727778",,35.8802778,-118.6727778,"california hot springs, ca","ca"
rec_cp1v79v6gfslia6upgv0,"keen mtn.","37.203889, -81.98",,37.203889,-81.98,"keen mtn., va","va"
rec_cp1v79v6gfslia6upgvg,"kanab (10 miles south of on  hwy 89)","37.0475, -112.5255556",,37.0475,-112.5255556,"kanab (10 miles south of on  hwy 89), ut","ut"
rec_cp1v79v6gfslia6uph00,"shepherd","30.4977778, -94.9963889",,30.4977778,-94.9963889,"shepherd, tx","tx"
rec_cp1v79v6gfslia6uph0g,"hartford","43.6230556, -96.9422222",,43.6230556,-96.9422222,"hartford, sd","sd"
rec_cp1v79v6gfslia6uph10,"st. charles","38.7838889, -90.4811111",,38.7838889,-90.4811111,"st. charles, mo","mo"
rec_cp1v79v6gfslia6uph1g,"port washington","43.3872222, -87.8755556",,43.3872222,-87.8755556,"port washington, wi","wi"
rec_cp1v79v6gfslia6uph20,"centre hall","40.8475, -77.6863889",,40.8475,-77.6863889,"centre hall, pa","pa"
rec_cp1v79v6gfslia6uph2g,"isabela (puerto rico) ?","18.456131, -67.02263",,18.456131,-67.02263,"isabela (puerto rico) ?, pr","pr"
rec_cp1v79v6gfslia6uph30,"mission","43.3058333, -100.6577778",,43.3058333,-100.6577778,"mission, sd","sd"
rec_cp1v79v6gfslia6uph3g,"dublin (south australia)","-34.45, 138.35",,-34.45,138.35,,
rec_cp1v79v6gfslia6uph40,"silverthorne","39.6375, -106.0613889",,39.6375,-106.0613889,"silverthorne, co","co"
rec_cp1v79v6gfslia6uph4g,"uniontown/hartville","40.963669, -81.331219",,40.963669,-81.331219,"uniontown/hartville, oh","oh"
rec_cp1v79v6gfslia6uph50,"houston/dallas (between)","29.94615, -95.332902",,29.94615,-95.332902,"houston/dallas (between), tx","tx"
rec_cp1v79v6gfslia6uph5g,"callahan","30.5619444, -81.8308333",,30.5619444,-81.8308333,"callahan, fl","fl"
rec_cp1v79v6gfslia6uph60,"tinton falls","40.3041667, -74.1008333",,40.3041667,-74.1008333,"tinton falls, nj","nj"
rec_cp1v79v6gfslia6uph6g,"mystic","41.3541667, -71.9669444",,41.3541667,-71.9669444,"mystic, ct","ct"
rec_cp1v79v6gfslia6uph70,"white mills","37.5552778, -86.0322222",,37.5552778,-86.0322222,"white mills, ky","ky"
rec_cp1v79v6gfslia6uph7g,"inman","35.0469444, -82.0902778",,35.0469444,-82.0902778,"inman, sc","sc"
rec_cp1v79v6gfslia6uph80,"mile 69","52.247855, 20.981427",,52.247855,20.981427,"mile 69, wy","wy"
rec_cp1v79v6gfslia6uph8g,"valley city","41.2377778, -81.9316667",,41.2377778,-81.9316667,"valley city, oh","oh"
rec_cp1v79v6gfslia6uph90,"morrison","39.6536111, -105.1905556",,39.6536111,-105.1905556,"morrison, co","co"
rec_cp1v79v6gfslia6uph9g,"hamilton (hanover twp)","39.3994444, -84.5613889",,39.3994444,-84.5613889,"hamilton (hanover twp), oh","oh"
rec_cp1v79v6gfslia6upha0,"north vancouver (canada)","49.316667, -123.066667",,49.316667,-123.066667,"north vancouver (canada), bc","bc"
rec_cp1v79v6gfslia6uphag,"gulf of mexico","30.036754, -84.336621",,30.036754,-84.336621,"gulf of mexico, fl","fl"
rec_cp1v79v6gfslia6uphb0,"kannattota (sri lanka)","7.086488, 80.273078",,7.086488,80.273078,,
rec_cp1v79v6gfslia6uphbg,"sutherlin and roseburg","43.494433, -123.487294",,43.494433,-123.487294,"sutherlin and roseburg, or","or"
rec_cp1v79v6gfslia6uphc0,"smithton","38.68, -93.0927778",,38.68,-93.0927778,"smithton, mo","mo"
rec_cp1v79v6gfslia6uphcg,"martinsburg","39.4561111, -77.9641667",,39.4561111,-77.9641667,"martinsburg, wv","wv"
rec_cp1v79v6gfslia6uphd0,"cody","44.5263889, -109.0558333",,44.5263889,-109.0558333,"cody, wy","wy"
rec_cp1v79v6gfslia6uphdg,"kirton/boston (lincolnshire&#44 uk/england)","52.955637, -0.113399",,52.955637,-0.113399,,
rec_cp1v79v6gfslia6uphe0,"smithland","42.2291667, -95.9305556",,42.2291667,-95.9305556,"smithland, ia","ia"
rec_cp1v79v6gfslia6upheg,"miami to st. paul (approx. 20 minutes north of)","25.789097, -80.204044",,25.789097,-80.204044,"miami to st. paul (approx. 20 minutes north of), il","il"
rec_cp1v79v6gfslia6uphf0,"lake pontchartrain","30.205062, -90.11207",,30.205062,-90.11207,"lake pontchartrain, la","la"
rec_cp1v79v6gfslia6uphfg,"vicksburg","32.3525, -90.8777778",,32.3525,-90.8777778,"vicksburg, ms","ms"
rec_cp1v79v6gfslia6uphg0,"ogdensburg","44.6941667, -75.4866667",,44.6941667,-75.4866667,"ogdensburg, ny","ny"
rec_cp1v79v6gfslia6uphgg,"trenton","29.6130556, -82.8177778",,29.6130556,-82.8177778,"trenton, fl","fl"
rec_cp1v79v6gfslia6uphh0,"greendale (sw suburb of milwaukee)","42.9405556, -87.9958333",,42.9405556,-87.9958333,"greendale (sw suburb of milwaukee), wi","wi"
rec_cp1v79v6gfslia6uphhg,"springdale","37.1888889, -112.9977778",,37.1888889,-112.9977778,"springdale, ut","ut"
rec_cp1v79v6gfslia6uphi0,"hamiota (canada)","50.183333, -100.6",,50.183333,-100.6,"hamiota (canada), mb","mb"
rec_cp1v79v6gfslia6uphig,"greenville area","34.818831, -82.412391",,34.818831,-82.412391,"greenville area, sc","sc"
rec_cp1v79v6gfslia6uphj0,"watsonville","36.9102778, -121.7558333",,36.9102778,-121.7558333,"watsonville, ca","ca"
rec_cp1v79v6gfslia6uphjg,"merlin","42.5175, -123.4186111",,42.5175,-123.4186111,"merlin, or","or"
rec_cp1v79v6gfslia6uphk0,"collingwood (canada)","44.5, -80.216667",,44.5,-80.216667,"collingwood (canada), on","on"
rec_cp1v79v6gfslia6uphkg,"north washington","41.0477778, -79.8136111",,41.0477778,-79.8136111,"north washington, pa","pa"
rec_cp1v79v6gfslia6uphl0,"medical lake","47.5730556, -117.6811111",,47.5730556,-117.6811111,"medical lake, wa","wa"
rec_cp1v79v6gfslia6uphlg,"tarzana (west san fernando valley)","34.1733333, -118.5530556",,34.1733333,-118.5530556,"tarzana (west san fernando valley), ca","ca"
rec_cp1v79v6gfslia6uphm0,"pine mountain","32.8647222, -84.8541667",,32.8647222,-84.8541667,"pine mountain, ga","ga"
rec_cp1v79v6gfslia6uphmg,"monterey/san francisco (between; in-flight sighting)","36.760693, -121.765735",,36.760693,-121.765735,"monterey/san francisco (between; in-flight sighting), ca","ca"
rec_cp1v79v6gfslia6uphn0,"draper","40.5247222, -111.8630556",,40.5247222,-111.8630556,"draper, ut","ut"
rec_cp1v79v6gfslia6uphng,"springfield","43.495, -72.0338889",,43.495,-72.0338889,"springfield, nh","nh"
rec_cp1v79v6gfslia6upho0,"martinez","38.0194444, -122.1330556",,38.0194444,-122.1330556,"martinez, ca","ca"
rec_cp1v79v6gfslia6uphog,"phillips ranch","34.036208, -117.784264",,34.036208,-117.784264,"phillips ranch, ca","ca"
rec_cp1v79v6gfslia6uphp0,"vernon","41.1983333, -74.4836111",,41.1983333,-74.4836111,"vernon, nj","nj"
rec_cp1v79v6gfslia6uphpg,"hamburg (germany)","53.55, 10",,53.55,10,,
rec_cp1v79v6gfslia6uphq0,"shepherdstown","39.43, -77.8044444",,39.43,-77.8044444,"shepherdstown, wv","wv"
rec_cp1v79v6gfslia6uphqg,"danbury","36.4091667, -80.2061111",,36.4091667,-80.2061111,"danbury, nc","nc"
rec_cp1v79v6gfslia6uphr0,"brighton","41.1747222, -91.8194444","eyJpIjoiNDEuMTc0NzIyMiwgLTkxLjgxOTQ0NDQiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0MS4xNzQ3MjIsImxuZyI6LTkxLjgxOTQ0NCwiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",41.1747222,-91.8194444,"brighton, ia","ia"
rec_cp1v79v6gfslia6uphrg,"deer park","47.9544444, -117.4758333",,47.9544444,-117.4758333,"deer park, wa","wa"
rec_cp1v79v6gfslia6uphs0,"tula","34.2327778, -89.3622222",,34.2327778,-89.3622222,"tula, ms","ms"
rec_cp1v79v6gfslia6uphsg,"kelling (uk/england)","52.933333, 1.116667",,52.933333,1.116667,,
rec_cp1v79v6gfslia6upht0,"rockville","37.7258333, -77.6786111",,37.7258333,-77.6786111,"rockville, va","va"
rec_cp1v79v6gfslia6uphtg,"west palm beach (vero)","26.7052778, -80.0366667",,26.7052778,-80.0366667,"west palm beach (vero), fl","fl"
rec_cp1v79v6gfslia6uphu0,"little rock/maumell","34.831211, -92.431923",,34.831211,-92.431923,"little rock/maumell, ar","ar"
rec_cp1v79v6gfslia6uphug,"picayune","30.5252778, -89.6794444",,30.5252778,-89.6794444,"picayune, ms","ms"
rec_cp1v79v6gfslia6uphv0,"johnson&#39s creek","45.444017, -91.049111",,45.444017,-91.049111,"johnson&#39s creek, wi","wi"
rec_cp1v79v6gfslia6uphvg,"crestone","37.9963889, -105.6991667",,37.9963889,-105.6991667,"crestone, co","co"
rec_cp1v79v6gfslia6upi00,"macuto (venezuela)","10.605, -66.894444",,10.605,-66.894444,,
rec_cp1v79v6gfslia6upi0g,"fergus falls","46.2830556, -96.0772222",,46.2830556,-96.0772222,"fergus falls, mn","mn"
rec_cp1v79v6gfslia6upi10,"whitesburg","37.1183333, -82.8269444",,37.1183333,-82.8269444,"whitesburg, ky","ky"
rec_cp1v79v6gfslia6upi1g,"clementon","39.8113889, -74.9833333",,39.8113889,-74.9833333,"clementon, nj","nj"
rec_cp1v79v6gfslia6upi20,"snyder","32.7177778, -100.9172222",,32.7177778,-100.9172222,"snyder, tx","tx"
rec_cp1v79v6gfslia6upi2g,"rosedale","33.8533333, -91.0277778",,33.8533333,-91.0277778,"rosedale, ms","ms"
rec_cp1v79v6gfslia6upi30,"canterbury","43.3369444, -71.5658333",,43.3369444,-71.5658333,"canterbury, nh","nh"
rec_cp1v79v6gfslia6upi3g,"nanuet","41.0886111, -74.0138889",,41.0886111,-74.0138889,"nanuet, ny","ny"
rec_cp1v79v6gfslia6upi40,"mt. airy","39.3761111, -77.155",,39.3761111,-77.155,"mt. airy, md","md"
rec_cp1v79v6gfslia6upi4g,"harker heigts","31.08351, -97.659738",,31.08351,-97.659738,"harker heigts, tx","tx"
rec_cp1v79v6gfslia6upi50,"panchkula (haryanaz) (india)","30.694209, 76.860565",,30.694209,76.860565,,
rec_cp1v79v6gfslia6upi5g,"solome","33.781142, -113.614652",,33.781142,-113.614652,"solome, az","az"
rec_cp1v79v6gfslia6upi60,"meda (indonesia)","45.661124, 9.152425",,45.661124,9.152425,,
rec_cp1v79v6gfslia6upi6g,"newark","37.5297222, -122.0391667",,37.5297222,-122.0391667,"newark, ca","ca"
rec_cp1v79v6gfslia6upi70,"ware","42.2597222, -72.2402778",,42.2597222,-72.2402778,"ware, ma","ma"
rec_cp1v79v6gfslia6upi7g,"santa cruz (sw of)","36.9741667, -122.0297222",,36.9741667,-122.0297222,"santa cruz (sw of), ca","ca"
rec_cp1v79v6gfslia6upi80,"wolcott","41.6022222, -72.9872222",,41.6022222,-72.9872222,"wolcott, ct","ct"
rec_cp1v79v6gfslia6upi8g,"cross river","41.2622222, -73.615",,41.2622222,-73.615,"cross river, ny","ny"
rec_cp1v79v6gfslia6upi90,"gurnee","42.3702778, -87.9019444",,42.3702778,-87.9019444,"gurnee, il","il"
rec_cp1v79v6gfslia6upi9g,"hallandale","25.981202, -80.148379",,25.981202,-80.148379,"hallandale, fl","fl"
rec_cp1v79v6gfslia6upia0,"maysville","34.9047222, -77.2316667",,34.9047222,-77.2316667,"maysville, nc","nc"
rec_cp1v79v6gfslia6upiag,"comstock park","43.0386111, -85.67",,43.0386111,-85.67,"comstock park, mi","mi"
rec_cp1v79v6gfslia6upib0,"smithfield","35.5083333, -78.3397222",,35.5083333,-78.3397222,"smithfield, nc","nc"
rec_cp1v79v6gfslia6upibg,"maricopa (4 miles west of&#44 on hwy 166)","35.0588889, -119.4",,35.0588889,-119.4,"maricopa (4 miles west of&#44 on hwy 166), ca","ca"
rec_cp1v79v6gfslia6upic0,"paw paw (near)","39.5319444, -78.4586111",,39.5319444,-78.4586111,"paw paw (near), wv","wv"
rec_cp1v79v6gfslia6upicg,"garden city","33.5927778, -79.0088889",,33.5927778,-79.0088889,"garden city, sc","sc"
rec_cp1v79v6gfslia6upid0,"bristol","42.5588889, -88.0491667","eyJpIjoiNDIuNTU4ODg4OSwgLTg4LjA0OTE2NjciLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo0Mi41NTg4ODksImxuZyI6LTg4LjA0OTE2NywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",42.5588889,-88.0491667,"bristol, wi","wi"
rec_cp1v79v6gfslia6upidg,"mt. kisco","41.2041667, -73.7275",,41.2041667,-73.7275,"mt. kisco, ny","ny"
rec_cp1v79v6gfslia6upie0,"pender island (canada)","48.775877, -123.255615",,48.775877,-123.255615,"pender island (canada), bc","bc"
rec_cp1v79v6gfslia6upieg,"loxahatchee","26.6833333, -80.28",,26.6833333,-80.28,"loxahatchee, fl","fl"
rec_cp1v79v6gfslia6upif0,"county down (ireland)","54.341291, -5.748485",,54.341291,-5.748485,,
rec_cp1v79v6gfslia6upifg,"pasay (philippines)","14.537752, 121.001379",,14.537752,121.001379,,
rec_cp1v79v6gfslia6upig0,"gagetown (canada)","45.766667, -66.15",,45.766667,-66.15,"gagetown (canada), nb","nb"
rec_cp1v79v6gfslia6upigg,"kentfield","37.9522222, -122.5561111",,37.9522222,-122.5561111,"kentfield, ca","ca"
rec_cp1v79v6gfslia6upih0,"logansport","40.7544444, -86.3566667",,40.7544444,-86.3566667,"logansport, in","in"
rec_cp1v79v6gfslia6upihg,"funchal (madeira) (portugal)","32.666933, -16.924055",,32.666933,-16.924055,,
rec_cp1v79v6gfslia6upii0,"chugiak","61.3888889, -149.4819444",,61.3888889,-149.4819444,"chugiak, ak","ak"
rec_cp1v79v6gfslia6upiig,"naarden (netherlands)","52.295255, 5.160424",,52.295255,5.160424,,
rec_cp1v79v6gfslia6upij0,"east islip","40.7319444, -73.1861111",,40.7319444,-73.1861111,"east islip, ny","ny"
rec_cp1v79v6gfslia6upijg,"wichita falls (sheppard afb)","33.9136111, -98.4930556",,33.9136111,-98.4930556,"wichita falls (sheppard afb), tx","tx"
rec_cp1v79v6gfslia6upik0,"calcutta","40.6733333, -80.5766667",,40.6733333,-80.5766667,"calcutta, oh","oh"
rec_cp1v79v6gfslia6upikg,"old fort","35.629009, -82.18067",,35.629009,-82.18067,"old fort, nc","nc"
rec_cp1v79v6gfslia6upil0,"brewers bay&#44 tortola (british virgin islands)","18.445841, -64.652535","eyJpIjoiMTguNDQ1ODQxLCAtNjQuNjUyNTM1IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6MTguNDQ1ODQxLCJsbmciOi02NC42NTI1MzUsImJsb2NrSW5zdGFsbGF0aW9uSWRzIjpbImJsaXBLRnEyZHVlZXdXUmw0Il0sImxvY2F0aW9uRmllbGRJZCI6ImZsZFljOWFqa09DUElldDFQIn0sImUiOjB9",18.445841,-64.652535,,
rec_cp1v79v6gfslia6upilg,"jefferson","39.3772222, -105.8",,39.3772222,-105.8,"jefferson, co","co"
rec_cp1v79v6gfslia6upim0,"edwardsburg","41.7955556, -86.0808333",,41.7955556,-86.0808333,"edwardsburg, mi","mi"
rec_cp1v79v6gfslia6upimg,"kearns","40.66, -111.9955556",,40.66,-111.9955556,"kearns, ut","ut"
rec_cp1v79v6gfslia6upin0,"port richey/hudson","28.27057, -82.674548",,28.27057,-82.674548,"port richey/hudson, fl","fl"
rec_cp1v79v6gfslia6uping,"knappa (near; approx 12 miles from astoria)","46.1852778, -123.5847222",,46.1852778,-123.5847222,"knappa (near; approx 12 miles from astoria), or","or"
rec_cp1v79v6gfslia6upio0,"hollister","36.6211111, -93.2152778",,36.6211111,-93.2152778,"hollister, mo","mo"
rec_cp1v79v6gfslia6upiog,"zagreb (croatia)","45.815011, 15.981919",,45.815011,15.981919,,
rec_cp1v79v6gfslia6upip0,"winthrop","48.4780556, -120.185",,48.4780556,-120.185,"winthrop, wa","wa"
rec_cp1v79v6gfslia6upipg,"broadway","38.6130556, -78.7991667","eyJpIjoiMzguNjEzMDU1NiwgLTc4Ljc5OTE2NjciLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjozOC42MTMwNTYsImxuZyI6LTc4Ljc5OTE2NywiYmxvY2tJbnN0YWxsYXRpb25JZHMiOlsiYmxpcEtGcTJkdWVld1dSbDQiXSwibG9jYXRpb25GaWVsZElkIjoiZmxkWWM5YWprT0NQSWV0MVAifSwiZSI6MH0=",38.6130556,-78.7991667,"broadway, va","va"
rec_cp1v79v6gfslia6upiq0,"hillside","40.7011111, -74.2305556",,40.7011111,-74.2305556,"hillside, nj","nj"
rec_cp1v79v6gfslia6upiqg,"eastman","32.1975, -83.1777778",,32.1975,-83.1777778,"eastman, ga","ga"
rec_cp1v79v6gfslia6upir0,"ennis","32.3291667, -96.625",,32.3291667,-96.625,"ennis, tx","tx"
rec_cp1v79v6gfslia6upirg,"lafayette","42.8922222, -76.1055556",,42.8922222,-76.1055556,"lafayette, ny","ny"
rec_cp1v79v6gfslia6upis0,"diamond","41.2886111, -88.2516667",,41.2886111,-88.2516667,"diamond, il","il"
rec_cp1v79v6gfslia6upisg,"grand cayman island","19.32217, -81.240869",,19.32217,-81.240869,,
